-2.000000 0.000000
-1.991984 0.000495
-1.983968 0.000990
-1.975952 0.001485
-1.967936 0.001980
-1.959920 0.002475
-1.951904 0.002970
-1.943888 0.003465
-1.935872 0.003960
-1.927856 0.004455
-1.919840 0.004950
-1.911824 0.005445
-1.903808 0.005940
-1.895792 0.006435
-1.887776 0.006930
-1.879760 0.007425
-1.871743 0.007920
-1.863727 0.008415
-1.855711 0.008910
-1.847695 0.009405
-1.839679 0.009900
-1.831663 0.010395
-1.823647 0.010890
-1.815631 0.011385
-1.807615 0.011880
-1.799599 0.012375
-1.791583 0.012870
-1.783567 0.013365
-1.775551 0.013860
-1.767535 0.014355
-1.759519 0.014850
-1.751503 0.015345
-1.743487 0.015840
-1.735471 0.016335
-1.727455 0.016830
-1.719439 0.017325
-1.711423 0.017820
-1.703407 0.018315
-1.695391 0.018810
-1.687375 0.019305
-1.679359 0.019800
-1.671343 0.020295
-1.663327 0.020790
-1.655311 0.021285
-1.647295 0.021780
-1.639279 0.022275
-1.631263 0.022770
-1.623246 0.023265
-1.615230 0.023760
-1.607214 0.024255
-1.599198 0.024750
-1.591182 0.025245
-1.583166 0.025740
-1.575150 0.026235
-1.567134 0.026730
-1.559118 0.027225
-1.551102 0.027720
-1.543086 0.028215
-1.535070 0.028710
-1.527054 0.029205
-1.519038 0.029700
-1.511022 0.030195
-1.503006 0.030690
-1.494990 0.031185
-1.486974 0.031680
-1.478958 0.032175
-1.470942 0.032670
-1.462926 0.033165
-1.454910 0.033660
-1.446894 0.034155
-1.438878 0.034650
-1.430862 0.035145
-1.422846 0.035640
-1.414830 0.036135
-1.406814 0.036630
-1.398798 0.037125
-1.390782 0.037620
-1.382766 0.038115
-1.374749 0.038610
-1.366733 0.039105
-1.358717 0.039600
-1.350701 0.040095
-1.342685 0.040590
-1.334669 0.041085
-1.326653 0.041580
-1.318637 0.042075
-1.310621 0.042570
-1.302605 0.043065
-1.294589 0.043560
-1.286573 0.044055
-1.278557 0.044550
-1.270541 0.045045
-1.262525 0.045540
-1.254509 0.046035
-1.246493 0.046530
-1.238477 0.047025
-1.230461 0.047520
-1.222445 0.048015
-1.214429 0.048510
-1.206413 0.049005
-1.198397 0.049500
-1.190381 0.049995
-1.182365 0.050490
-1.174349 0.050985
-1.166333 0.051480
-1.158317 0.051975
-1.150301 0.052470
-1.142285 0.052965
-1.134269 0.053460
-1.126253 0.053955
-1.118236 0.054450
-1.110220 0.054945
-1.102204 0.055440
-1.094188 0.055935
-1.086172 0.056430
-1.078156 0.056925
-1.070140 0.057420
-1.062124 0.057915
-1.054108 0.058410
-1.046092 0.058905
-1.038076 0.059400
-1.030060 0.059895
-1.022044 0.060390
-1.014028 0.060885
-1.006012 0.061380
-0.997996 0.061875
-0.989980 0.062370
-0.981964 0.062864
-0.973948 0.063359
-0.965932 0.063854
-0.957916 0.064349
-0.949900 0.064844
-0.941884 0.065339
-0.933868 0.065834
-0.925852 0.066329
-0.917836 0.066824
-0.909820 0.067319
-0.901804 0.067814
-0.893788 0.068309
-0.885772 0.068804
-0.877756 0.069299
-0.869739 0.069794
-0.861723 0.070289
-0.853707 0.070784
-0.845691 0.071279
-0.837675 0.071774
-0.829659 0.072269
-0.821643 0.072764
-0.813627 0.073259
-0.805611 0.073754
-0.797595 0.074249
-0.789579 0.074744
-0.781563 0.075239
-0.773547 0.075734
-0.765531 0.076229
-0.757515 0.076724
-0.749499 0.077219
-0.741483 0.077714
-0.733467 0.078209
-0.725451 0.078704
-0.717435 0.079199
-0.709419 0.079694
-0.701403 0.080189
-0.693387 0.080684
-0.685371 0.081179
-0.677355 0.081674
-0.669339 0.082169
-0.661323 0.082664
-0.653307 0.083159
-0.645291 0.083654
-0.637275 0.084149
-0.629259 0.084644
-0.621242 0.085139
-0.613226 0.085634
-0.605210 0.086129
-0.597194 0.086624
-0.589178 0.087119
-0.581162 0.087614
-0.573146 0.088109
-0.565130 0.088604
-0.557114 0.089099
-0.549098 0.089594
-0.541082 0.090089
-0.533066 0.090584
-0.525050 0.091079
-0.517034 0.091574
-0.509018 0.092069
-0.501002 0.092564
-0.492986 0.093059
-0.484970 0.093490
-0.476954 0.093856
-0.468938 0.094159
-0.460922 0.094397
-0.452906 0.094570
-0.444890 0.094680
-0.436874 0.094725
-0.428858 0.094706
-0.420842 0.094623
-0.412826 0.094475
-0.404810 0.094263
-0.396794 0.093987
-0.388778 0.093647
-0.380762 0.093242
-0.372745 0.092773
-0.364729 0.092240
-0.356713 0.091643
-0.348697 0.090981
-0.340681 0.090255
-0.332665 0.089465
-0.324649 0.088611
-0.316633 0.087692
-0.308617 0.086709
-0.300601 0.085662
-0.292585 0.084551
-0.284569 0.083375
-0.276553 0.082135
-0.268537 0.080831
-0.260521 0.079462
-0.252505 0.078030
-0.244489 0.076533
-0.236473 0.074972
-0.228457 0.073346
-0.220441 0.071656
-0.212425 0.069902
-0.204409 0.068084
-0.196393 0.066202
-0.188377 0.064255
-0.180361 0.062244
-0.172345 0.060169
-0.164329 0.058029
-0.156313 0.055825
-0.148297 0.053557
-0.140281 0.051225
-0.132265 0.048828
-0.124248 0.046368
-0.116232 0.043842
-0.108216 0.041253
-0.100200 0.038600
-0.092184 0.035882
-0.084168 0.033100
-0.076152 0.030253
-0.068136 0.027343
-0.060120 0.024368
-0.052104 0.021329
-0.044088 0.018225
-0.036072 0.015058
-0.028056 0.011826
-0.020040 0.008530
-0.012024 0.005169
-0.004008 0.001744
0.004008 -0.001744
0.012024 -0.005169
0.020040 -0.008530
0.028056 -0.011826
0.036072 -0.015058
0.044088 -0.018225
0.052104 -0.021329
0.060120 -0.024368
0.068136 -0.027343
0.076152 -0.030253
0.084168 -0.033100
0.092184 -0.035882
0.100200 -0.038600
0.108216 -0.041253
0.116232 -0.043842
0.124248 -0.046368
0.132265 -0.048828
0.140281 -0.051225
0.148297 -0.053557
0.156313 -0.055825
0.164329 -0.058029
0.172345 -0.060169
0.180361 -0.062244
0.188377 -0.064255
0.196393 -0.066202
0.204409 -0.068084
0.212425 -0.069902
0.220441 -0.071656
0.228457 -0.073346
0.236473 -0.074972
0.244489 -0.076533
0.252505 -0.078030
0.260521 -0.079462
0.268537 -0.080831
0.276553 -0.082135
0.284569 -0.083375
0.292585 -0.084551
0.300601 -0.085662
0.308617 -0.086709
0.316633 -0.087692
0.324649 -0.088611
0.332665 -0.089465
0.340681 -0.090255
0.348697 -0.090981
0.356713 -0.091643
0.364729 -0.092240
0.372745 -0.092773
0.380762 -0.093242
0.388778 -0.093647
0.396794 -0.093987
0.404810 -0.094263
0.412826 -0.094475
0.420842 -0.094623
0.428858 -0.094706
0.436874 -0.094725
0.444890 -0.094680
0.452906 -0.094570
0.460922 -0.094397
0.468938 -0.094159
0.476954 -0.093856
0.484970 -0.093490
0.492986 -0.093059
0.501002 -0.092564
0.509018 -0.092069
0.517034 -0.091574
0.525050 -0.091079
0.533066 -0.090584
0.541082 -0.090089
0.549098 -0.089594
0.557114 -0.089099
0.565130 -0.088604
0.573146 -0.088109
0.581162 -0.087614
0.589178 -0.087119
0.597194 -0.086624
0.605210 -0.086129
0.613226 -0.085634
0.621242 -0.085139
0.629259 -0.084644
0.637275 -0.084149
0.645291 -0.083654
0.653307 -0.083159
0.661323 -0.082664
0.669339 -0.082169
0.677355 -0.081674
0.685371 -0.081179
0.693387 -0.080684
0.701403 -0.080189
0.709419 -0.079694
0.717435 -0.079199
0.725451 -0.078704
0.733467 -0.078209
0.741483 -0.077714
0.749499 -0.077219
0.757515 -0.076724
0.765531 -0.076229
0.773547 -0.075734
0.781563 -0.075239
0.789579 -0.074744
0.797595 -0.074249
0.805611 -0.073754
0.813627 -0.073259
0.821643 -0.072764
0.829659 -0.072269
0.837675 -0.071774
0.845691 -0.071279
0.853707 -0.070784
0.861723 -0.070289
0.869739 -0.069794
0.877756 -0.069299
0.885772 -0.068804
0.893788 -0.068309
0.901804 -0.067814
0.909820 -0.067319
0.917836 -0.066824
0.925852 -0.066329
0.933868 -0.065834
0.941884 -0.065339
0.949900 -0.064844
0.957916 -0.064349
0.965932 -0.063854
0.973948 -0.063359
0.981964 -0.062864
0.989980 -0.062370
0.997996 -0.061875
1.006012 -0.061380
1.014028 -0.060885
1.022044 -0.060390
1.030060 -0.059895
1.038076 -0.059400
1.046092 -0.058905
1.054108 -0.058410
1.062124 -0.057915
1.070140 -0.057420
1.078156 -0.056925
1.086172 -0.056430
1.094188 -0.055935
1.102204 -0.055440
1.110220 -0.054945
1.118236 -0.054450
1.126253 -0.053955
1.134269 -0.053460
1.142285 -0.052965
1.150301 -0.052470
1.158317 -0.051975
1.166333 -0.051480
1.174349 -0.050985
1.182365 -0.050490
1.190381 -0.049995
1.198397 -0.049500
1.206413 -0.049005
1.214429 -0.048510
1.222445 -0.048015
1.230461 -0.047520
1.238477 -0.047025
1.246493 -0.046530
1.254509 -0.046035
1.262525 -0.045540
1.270541 -0.045045
1.278557 -0.044550
1.286573 -0.044055
1.294589 -0.043560
1.302605 -0.043065
1.310621 -0.042570
1.318637 -0.042075
1.326653 -0.041580
1.334669 -0.041085
1.342685 -0.040590
1.350701 -0.040095
1.358717 -0.039600
1.366733 -0.039105
1.374749 -0.038610
1.382766 -0.038115
1.390782 -0.037620
1.398798 -0.037125
1.406814 -0.036630
1.414830 -0.036135
1.422846 -0.035640
1.430862 -0.035145
1.438878 -0.034650
1.446894 -0.034155
1.454910 -0.033660
1.462926 -0.033165
1.470942 -0.032670
1.478958 -0.032175
1.486974 -0.031680
1.494990 -0.031185
1.503006 -0.030690
1.511022 -0.030195
1.519038 -0.029700
1.527054 -0.029205
1.535070 -0.028710
1.543086 -0.028215
1.551102 -0.027720
1.559118 -0.027225
1.567134 -0.026730
1.575150 -0.026235
1.583166 -0.025740
1.591182 -0.025245
1.599198 -0.024750
1.607214 -0.024255
1.615230 -0.023760
1.623246 -0.023265
1.631263 -0.022770
1.639279 -0.022275
1.647295 -0.021780
1.655311 -0.021285
1.663327 -0.020790
1.671343 -0.020295
1.679359 -0.019800
1.687375 -0.019305
1.695391 -0.018810
1.703407 -0.018315
1.711423 -0.017820
1.719439 -0.017325
1.727455 -0.016830
1.735471 -0.016335
1.743487 -0.015840
1.751503 -0.015345
1.759519 -0.014850
1.767535 -0.014355
1.775551 -0.013860
1.783567 -0.013365
1.791583 -0.012870
1.799599 -0.012375
1.807615 -0.011880
1.815631 -0.011385
1.823647 -0.010890
1.831663 -0.010395
1.839679 -0.009900
1.847695 -0.009405
1.855711 -0.008910
1.863727 -0.008415
1.871743 -0.007920
1.879760 -0.007425
1.887776 -0.006930
1.895792 -0.006435
1.903808 -0.005940
1.911824 -0.005445
1.919840 -0.004950
1.927856 -0.004455
1.935872 -0.003960
1.943888 -0.003465
1.951904 -0.002970
1.959920 -0.002475
1.967936 -0.001980
1.975952 -0.001485
1.983968 -0.000990
1.991984 -0.000495
