1 	0.257113	 18243.724949	 4690.693754  
2 	0.496902	 482.303400	 4696.812069  
3 	0.457341	 211.971693	 4709.051661  
4 	0.477434	 121.606520	 4702.361970  
5 	0.452541	 82.215060	 4712.578283  
6 	0.476838	 56.149689	 4706.304727  
7 	0.453736	 42.098590	 4713.472038  
8 	0.478881	 30.905042	 4708.707725  
9 	0.455726	 24.446059	 4713.666782  
10 	0.481002	 18.693885	 4710.196713  
11 	0.457473	 15.269114	 4713.652749  
12 	0.482733	 11.974725	 4711.148351  
13 	0.458857	 9.983363	 4713.580552  
14 	0.484099	 7.959898	 4711.773693  
15 	0.459958	 6.728535	 4713.500569  
16 	0.485203	 5.426541	 4712.193746  
17 	0.460864	 4.632496	 4713.429183  
18 	0.486128	 3.767506	 4712.480737  
19 	0.461636	 3.240114	 4713.370436  
20 	0.486927	 2.652120	 4712.679452  
21 	0.462311	 2.294175	 4713.323924  
22 	0.487635	 1.887542	 4712.818536  
23 	0.462914	 1.640558	 4713.287844  
24 	0.488271	 1.355543	 4712.916764  
25 	0.463460	 1.182879	 4713.260169  
26 	0.488850	 0.980921	 4712.986675  
27 	0.463957	 0.858911	 4713.239072  
28 	0.489379	 0.714501	 4713.036769  
29 	0.464414	 0.627502	 4713.223041  
30 	0.489865	 0.523439	 4713.072881  
31 	0.464833	 0.460921	 4713.210876  
32 	0.490313	 0.385424	 4713.099055  
33 	0.465220	 0.340192	 4713.201648  
34 	0.490726	 0.285094	 4713.118120  
35 	0.465577	 0.252171	 4713.194643  
36 	0.491108	 0.211746	 4713.132071  
37 	0.465907	 0.187652	 4713.189323  
38 	0.491461	 0.157852	 4713.142322  
39 	0.466212	 0.140134	 4713.185277  
40 	0.491786	 0.118071	 4713.149883  
41 	0.466494	 0.104985	 4713.182197  
42 	0.492087	 0.088587	 4713.155481  
43 	0.466754	 0.078882	 4713.179848  
44 	0.492366	 0.066651	 4713.159639  
45 	0.466994	 0.059428	 4713.178055  
46 	0.492623	 0.050275	 4713.162737  
47 	0.467216	 0.044881	 4713.176685  
48 	0.492860	 0.038012	 4713.165052  
49 	0.467422	 0.033971	 4713.175636  
50 	0.493080	 0.028801	 4713.166786  
51 	0.467611	 0.025766	 4713.174832  
52 	0.493283	 0.021866	 4713.168089  
53 	0.467787	 0.019579	 4713.174215  
54 	0.493470	 0.016630	 4713.169070  
55 	0.467949	 0.014904	 4713.173742  
56 	0.493643	 0.012669	 4713.169810  
57 	0.468099	 0.011363	 4713.173378  
58 	0.493804	 0.009666	 4713.170369  
59 	0.468237	 0.008676	 4713.173097  
60 	0.493952	 0.007386	 4713.170793  
61 	0.468366	 0.006634	 4713.172882  
62 	0.494090	 0.005651	 4713.171114  
63 	0.468485	 0.005078	 4713.172715  
64 	0.494217	 0.004328	 4713.171359  
65 	0.468595	 0.003892	 4713.172587  
66 	0.494335	 0.003319	 4713.171545  
67 	0.468697	 0.002986	 4713.172488  
68 	0.494445	 0.002548	 4713.171686  
69 	0.468792	 0.002293	 4713.172412  
70 	0.494547	 0.001958	 4713.171795  
71 	0.468881	 0.001763	 4713.172353  
72 	0.494642	 0.001505	 4713.171877  
73 	0.468963	 0.001356	 4713.172307  
74 	0.494731	 0.001159	 4713.171941  
75 	0.469040	 0.001044	 4713.172272  
76 	0.494813	 0.000892	 4713.171989  
77 	0.469112	 0.000805	 4713.172244  
78 	0.494891	 0.000688	 4713.172026  
79 	0.469179	 0.000620	 4713.172223  
80 	0.494963	 0.000531	 4713.172055  
81 	0.469242	 0.000479	 4713.172207  
82 	0.495031	 0.000409	 4713.172076  
83 	0.469301	 0.000370	 4713.172194  
84 	0.495094	 0.000316	 4713.172093  
85 	0.469357	 0.000285	 4713.172184  
86 	0.495154	 0.000244	 4713.172106  
87 	0.469409	 0.000221	 4713.172176  
88 	0.495210	 0.000189	 4713.172116  
89 	0.469458	 0.000171	 4713.172170  
90 	0.495264	 0.000146	 4713.172124  
91 	0.469504	 0.000132	 4713.172166  
92 	0.495314	 0.000113	 4713.172130  
93 	0.469548	 0.000102	 4713.172162  
94 	0.495361	 0.000087	 4713.172134  
95 	0.469589	 0.000079	 4713.172160  
96 	0.495406	 0.000068	 4713.172138  
97 	0.469629	 0.000061	 4713.172157  
98 	0.495449	 0.000052	 4713.172141  
99 	0.469666	 0.000047	 4713.172156  
100 	0.495489	 0.000041	 4713.172143  
101 	0.469702	 0.000037	 4713.172154  
102 	0.495528	 0.000032	 4713.172144  
103 	0.469735	 0.000029	 4713.172153  
104 	0.495564	 0.000024	 4713.172146  
105 	0.469767	 0.000022	 4713.172153  
106 	0.495599	 0.000019	 4713.172147  
107 	0.469798	 0.000017	 4713.172152  
108 	0.495633	 0.000015	 4713.172147  
109 	0.469827	 0.000013	 4713.172152  
110 	0.495664	 0.000011	 4713.172148  
111 	0.469856	 0.000010	 4713.172151  
112 	0.495695	 0.000009	 4713.172148  
113 	0.469882	 0.000008	 4713.172151  
114 	0.495724	 0.000007	 4713.172149  
115 	0.469908	 0.000006	 4713.172151  
116 	0.495752	 0.000005	 4713.172149  
117 	0.469933	 0.000005	 4713.172150  
118 	0.495779	 0.000004	 4713.172149  
119 	0.469957	 0.000004	 4713.172150  
120 	0.495805	 0.000003	 4713.172149  
121 	0.469979	 0.000003	 4713.172150  
122 	0.495830	 0.000003	 4713.172149  
123 	0.470001	 0.000002	 4713.172150  
124 	0.495854	 0.000002	 4713.172150  
125 	0.470022	 0.000002	 4713.172150  
126 	0.495877	 0.000002	 4713.172150  
127 	0.470043	 0.000001	 4713.172150  
128 	0.495900	 0.000001	 4713.172150  
129 	0.470063	 0.000001	 4713.172150  
130 	0.495921	 0.000001	 4713.172150  
