0.062830 0.656764 1.325324 
0.125660 1.295943 1.518489 
0.188490 1.900549 1.821045 
0.251320 2.454765 2.224917 
0.314150 2.944477 2.694713 
0.376980 3.357746 3.177151 
0.439810 3.685200 3.613805 
0.502640 3.920331 3.953677 
0.565470 4.059692 4.162548 
0.628300 4.102985 4.227281 
0.691130 4.053030 4.154810 
0.753960 3.915629 3.966950 
0.816790 3.699319 3.693081 
0.879620 3.415035 3.362929 
0.942450 3.075685 3.001228 
1.005280 2.695656 2.625214 
1.068110 2.290276 2.244918 
1.130940 1.875246 1.865510 
1.193770 1.466062 1.490531 
1.256600 1.077454 1.124855 
1.319430 0.722859 0.776545 
1.382260 0.413944 0.457218 
1.445090 0.160210 0.180995 
1.507920 -0.031329 -0.037573 
1.570750 -0.156367 -0.186001 
1.633580 -0.213415 -0.256209 
1.696410 -0.203813 -0.246190 
1.759240 -0.131627 -0.160656 
1.822070 -0.003446 -0.010541 
1.884900 0.171913 0.188562 
1.947730 0.383790 0.418710 
2.010560 0.620124 0.662179 
2.073390 0.867953 0.903680 
2.136220 1.113942 1.131706 
2.199050 1.344918 1.338654 
2.261880 1.548398 1.519748 
2.324710 1.713081 1.671140 
2.387540 1.829301 1.787896 
2.450370 1.889396 1.862650 
2.513200 1.888014 1.885567 
2.576030 1.822312 1.845816 
2.638860 1.692062 1.734237 
2.701690 1.499658 1.546406 
2.764520 1.250005 1.285034 
2.827350 0.950325 0.960797 
2.890180 0.609864 0.591120 
2.953010 0.239520 0.197133 
3.015840 -0.148592 -0.200324 
3.078670 -0.541622 -0.584418 
3.141500 -0.926496 -0.944510 
3.204330 -1.290437 -1.276126 
3.267160 -1.621472 -1.578731 
3.329990 -1.908908 -1.852185 
3.392820 -2.143755 -2.093259 
3.455650 -2.319088 -2.293643 
3.518480 -2.430320 -2.440380 
3.581310 -2.475391 -2.518796 
3.644140 -2.454849 -2.517033 
3.706970 -2.371832 -2.430622 
3.769800 -2.231949 -2.265416 
3.832630 -2.043061 -2.037655 
3.895460 -1.814968 -1.770951 
3.958290 -1.559025 -1.491035 
4.021120 -1.287690 -1.219992 
4.083950 -1.014024 -0.971952 
4.146780 -0.751172 -0.751735 
4.209610 -0.511826 -0.556944 
4.272440 -0.307710 -0.382725 
4.335270 -0.149101 -0.227382 
4.398100 -0.044390 -0.096654 
4.460930 0.000269 -0.004852 
4.523760 -0.018758 0.027865 
4.586590 -0.102408 -0.018641 
4.649420 -0.248842 -0.157399 
4.712250 -0.453478 -0.388554 
4.775080 -0.709122 -0.697109 
4.837910 -1.006209 -1.055278 
4.900740 -1.333136 -1.428921 
4.963570 -1.676673 -1.786060 
5.026400 -2.022448 -2.104619 
5.089230 -2.355471 -2.376649 
5.152060 -2.660700 -2.607439 
5.214890 -2.923604 -2.809628 
5.277720 -3.130720 -2.994297 
5.340550 -3.270179 -3.162146 
5.403380 -3.332168 -3.298137 
5.466210 -3.309334 -3.371905 
5.529040 -3.197092 -3.344453 
5.591870 -2.993840 -3.179484 
5.654700 -2.701064 -2.856019 
5.717530 -2.323335 -2.378263 
5.780360 -1.868187 -1.779284 
5.843190 -1.345900 -1.116808 
5.906020 -0.769163 -0.461753 
5.968850 -0.152673 0.117593 
6.031680 0.487367 0.571506 
6.094510 1.133782 0.880420 
6.157340 1.769015 1.058952 
6.220170 2.375719 1.151241 
