-5.000000 -0.005324 0.000000
 -4.980000 -0.000745 0.000000
 -4.960000 0.002373 0.000000
 -4.940000 0.004302 0.000000
 -4.920000 0.005283 0.000000
 -4.900000 0.005521 0.000000
 -4.880000 0.005196 0.000000
 -4.860000 0.004461 0.000000
 -4.840000 0.003444 0.000000
 -4.820000 0.002255 0.000000
 -4.800000 0.000983 0.000000
 -4.780000 -0.000299 0.000000
 -4.760000 -0.001531 0.000000
 -4.740000 -0.002669 0.000000
 -4.720000 -0.003676 0.000000
 -4.700000 -0.004530 0.000000
 -4.680000 -0.005213 0.000000
 -4.660000 -0.005717 0.000000
 -4.640000 -0.006040 0.000000
 -4.620000 -0.006183 0.000000
 -4.600000 -0.006154 0.000000
 -4.580000 -0.005963 0.000000
 -4.560000 -0.005623 0.000000
 -4.540000 -0.005149 0.000000
 -4.520000 -0.004558 0.000000
 -4.500000 -0.003867 0.000000
 -4.480000 -0.003095 0.000000
 -4.460000 -0.002261 0.000000
 -4.440000 -0.001381 0.000000
 -4.420000 -0.000476 0.000000
 -4.400000 0.000440 0.000000
 -4.380000 0.001349 0.000000
 -4.360000 0.002236 0.000000
 -4.340000 0.003087 0.000000
 -4.320000 0.003890 0.000000
 -4.300000 0.004634 0.000000
 -4.280000 0.005307 0.000000
 -4.260000 0.005903 0.000000
 -4.240000 0.006414 0.000000
 -4.220000 0.006835 0.000000
 -4.200000 0.007160 0.000000
 -4.180000 0.007389 0.000000
 -4.160000 0.007518 0.000000
 -4.140000 0.007549 0.000000
 -4.120000 0.007482 0.000000
 -4.100000 0.007318 0.000000
 -4.080000 0.007062 0.000000
 -4.060000 0.006717 0.000000
 -4.040000 0.006289 0.000000
 -4.020000 0.005782 0.000000
 -4.000000 0.005204 0.000000
 -3.980000 0.004561 0.000000
 -3.960000 0.003860 0.000000
 -3.940000 0.003110 0.000000
 -3.920000 0.002319 0.000000
 -3.900000 0.001495 0.000000
 -3.880000 0.000646 0.000000
 -3.860000 -0.000219 0.000000
 -3.840000 -0.001092 0.000000
 -3.820000 -0.001963 0.000000
 -3.800000 -0.002825 0.000001
 -3.780000 -0.003671 0.000001
 -3.760000 -0.004491 0.000001
 -3.740000 -0.005278 0.000001
 -3.720000 -0.006027 0.000001
 -3.700000 -0.006729 0.000001
 -3.680000 -0.007379 0.000001
 -3.660000 -0.007971 0.000002
 -3.640000 -0.008501 0.000002
 -3.620000 -0.008963 0.000002
