0.000000 5.853221 0.000000 0.111423 
0.011719 0.412995 0.439396 0.459485 
0.023438 -5.242360 0.864570 0.872172 
0.035156 2.482724 1.261888 1.221775 
0.046875 2.446795 1.618865 1.544556 
0.058594 3.385434 1.924678 1.743810 
0.070312 0.396704 2.170597 1.976510 
0.082031 -0.775126 2.350326 2.185427 
0.093750 4.488454 2.460235 2.250891 
0.105469 -0.863281 2.499473 2.335650 
0.117188 0.601668 2.469951 2.332067 
0.128906 -2.467404 2.376215 2.297901 
0.140625 0.087115 2.225192 2.173773 
0.152344 -2.976638 2.025842 2.043954 
0.164062 4.440281 1.788718 1.902491 
0.175781 -0.306186 1.525470 1.683154 
0.187500 3.779695 1.248303 1.417685 
0.199219 6.024405 0.969419 1.175599 
0.210938 -1.461419 0.700477 0.870063 
0.222656 3.569855 0.452081 0.676780 
0.234375 0.833466 0.233335 0.403637 
0.246094 0.364871 0.051476 0.240370 
0.257812 -1.473804 -0.088398 0.082185 
0.269531 -1.109043 -0.183493 0.039462 
0.281250 3.280863 -0.233368 -0.088561 
0.292969 -6.104271 -0.239867 -0.090243 
0.304688 -1.918051 -0.206952 -0.105316 
0.316406 -1.617932 -0.140423 -0.065321 
0.328125 -0.887832 -0.047565 0.086756 
0.339844 1.508707 0.063275 0.093733 
0.351562 -1.684592 0.183157 0.213044 
0.363281 4.835044 0.303030 0.336098 
0.375000 -0.403936 0.414214 0.399384 
0.386719 2.549907 0.508850 0.441503 
0.398438 2.766691 0.580303 0.529808 
0.410156 -0.366493 0.623488 0.553017 
0.421875 -5.115481 0.635112 0.560609 
0.433594 5.182331 0.613818 0.592757 
0.445312 0.509122 0.560225 0.488381 
0.457031 -0.505381 0.476857 0.473164 
0.468750 -2.112063 0.367977 0.368107 
0.480469 -2.464342 0.239326 0.294336 
0.492188 3.736438 0.097781 0.150415 
0.503906 4.797089 -0.049038 0.084211 
0.515625 -1.620212 -0.193211 -0.088177 
0.527344 -0.381238 -0.326970 -0.189691 
0.539062 -0.285856 -0.443142 -0.243634 
0.550781 0.235755 -0.535567 -0.316421 
0.562500 0.644288 -0.599456 -0.464363 
0.574219 1.707328 -0.631681 -0.425267 
0.585938 -0.940477 -0.630977 -0.490912 
0.597656 -5.769164 -0.598040 -0.536922 
0.609375 1.861033 -0.535529 -0.509968 
0.621094 4.132585 -0.447954 -0.429657 
0.632812 -4.182842 -0.341466 -0.357863 
0.644531 -0.167621 -0.223556 -0.349171 
0.656250 6.156332 -0.102680 -0.309327 
0.667969 -3.067010 0.012183 -0.245622 
0.679688 2.495031 0.112001 -0.141418 
0.691406 -1.859577 0.188177 -0.131113 
0.703125 -2.960986 0.233023 -0.086860 
0.714844 -7.358875 0.240199 -0.017007 
0.726562 2.205751 0.205097 -0.058500 
0.738281 -0.504519 0.125142 -0.135773 
0.750000 -4.895457 0.000000 -0.302683 
0.761719 0.207892 -0.168319 -0.422621 
0.773438 2.154120 -0.375472 -0.615767 
0.785156 4.099904 -0.614911 -0.779551 
0.796875 5.492960 -0.878117 -1.019553 
0.808594 -1.453707 -1.154940 -1.226190 
0.820312 2.537143 -1.434020 -1.456865 
0.832031 -0.676392 -1.703274 -1.708459 
0.843750 0.115672 -1.950439 -1.851687 
0.855469 1.517151 -2.163619 -1.955327 
0.867188 -2.148625 -2.331835 -2.069251 
0.878906 0.857761 -2.445545 -2.159336 
0.890625 -0.627549 -2.497100 -2.221769 
0.902344 4.476400 -2.481128 -2.144111 
0.914062 3.028860 -2.394819 -2.062935 
0.925781 -3.857032 -2.238097 -1.941879 
0.937500 4.225735 -2.013670 -1.704142 
0.949219 -2.338935 -1.726966 -1.495937 
0.960938 0.426830 -1.385936 -1.163656 
0.972656 3.759919 -1.000750 -0.776348 
0.984375 2.281666 -0.583392 -0.407348 
0.996094 -2.390076 -0.147173 -0.063651 
1.007812 -1.847248 0.293815 0.324532 
1.019531 -7.046118 0.725286 0.780555 
1.031250 0.559852 1.133344 1.101644 
1.042969 2.721155 1.505063 1.478020 
1.054688 0.454462 1.829012 1.807999 
1.066406 -1.496296 2.095721 2.027763 
1.078125 2.111800 2.298051 2.234558 
1.089844 1.850446 2.431466 2.394811 
1.101562 -6.159793 2.494184 2.433979 
1.113281 0.428517 2.487203 2.500000 
1.125000 -2.531458 2.414214 2.410870 
1.136719 -1.668458 2.281383 2.360125 
1.148438 -2.983087 2.097038 2.210494 
1.160156 1.814281 1.871254 2.057286 
1.171875 6.365374 1.615374 1.811499 
1.183594 -3.778648 1.341479 1.561443 
1.195312 2.250276 1.061835 1.397656 
1.207031 2.797828 0.788338 1.158628 
1.218750 -5.956770 0.531999 0.854993 
1.230469 5.953118 0.302467 0.711604 
1.242188 -2.013982 0.107636 0.495356 
1.253906 -1.641185 -0.046659 0.308535 
1.265625 -0.091048 -0.156846 0.190384 
1.277344 0.768124 -0.221699 0.054161 
1.289062 9.542364 -0.242317 0.033205 
1.300781 5.496918 -0.221979 -0.049564 
1.312500 0.094734 -0.165911 -0.041365 
1.324219 -4.264447 -0.080945 -0.040173 
1.335938 4.283436 0.024875 0.001826 
1.347656 -7.881222 0.142754 0.073669 
1.359375 2.340280 0.263622 0.175258 
1.371094 -2.564500 0.378624 0.240866 
1.382812 4.186854 0.479582 0.294158 
1.394531 2.076606 0.559410 0.434225 
1.406250 -0.734404 0.612476 0.411149 
1.417969 -2.563956 0.634868 0.448414 
1.429688 4.213375 0.624576 0.495203 
1.441406 0.270497 0.581560 0.504777 
1.453125 -0.677436 0.507725 0.481841 
1.464844 5.364592 0.406778 0.404582 
1.476562 0.528204 0.284001 0.283235 
1.488281 2.421609 0.145935 0.137818 
1.500000 -4.272428 0.000000 0.045169 
1.511719 2.421609 -0.145935 -0.122988 
1.523438 0.528204 -0.284001 -0.256075 
1.535156 5.364592 -0.406778 -0.374562 
1.546875 -0.677436 -0.507725 -0.433199 
1.558594 0.270497 -0.581560 -0.534431 
1.570312 4.213375 -0.624576 -0.585037 
1.582031 -2.563956 -0.634868 -0.543770 
1.593750 -0.734404 -0.612476 -0.591673 
1.605469 2.076606 -0.559410 -0.493755 
1.617188 4.186854 -0.479582 -0.502422 
1.628906 -2.564500 -0.378624 -0.379852 
1.640625 2.340280 -0.263622 -0.368971 
1.652344 -7.881222 -0.142754 -0.204868 
1.664062 4.283436 -0.024875 -0.214280 
1.675781 -4.264447 0.080945 -0.100333 
1.687500 0.094734 0.165911 -0.080927 
1.699219 5.496918 0.221979 -0.045268 
1.710938 9.542364 0.242317 0.007597 
1.722656 0.768124 0.221699 -0.036441 
1.734375 -0.091048 0.156846 -0.122441 
1.746094 -1.641185 0.046659 -0.213292 
1.757812 -2.013982 -0.107636 -0.406064 
1.769531 5.953118 -0.302467 -0.590216 
1.781250 -5.956770 -0.531999 -0.876615 
1.792969 2.797828 -0.788338 -1.110350 
1.804688 2.250276 -1.061835 -1.315130 
1.816406 -3.778648 -1.341479 -1.592827 
1.828125 6.365374 -1.615374 -1.811221 
1.839844 1.814281 -1.871254 -1.989403 
1.851562 -2.983087 -2.097038 -2.121850 
1.863281 -1.668458 -2.281383 -2.204262 
1.875000 -2.531458 -2.414214 -2.299650 
1.886719 0.428517 -2.487203 -2.303914 
1.898438 -6.159793 -2.494184 -2.340918 
1.910156 1.850446 -2.431466 -2.244997 
1.921875 2.111800 -2.298051 -2.023065 
1.933594 -1.496296 -2.095721 -1.906294 
1.945312 0.454462 -1.829012 -1.596927 
1.957031 2.721155 -1.505063 -1.383746 
1.968750 0.559852 -1.133344 -0.975480 
1.980469 -7.046118 -0.725286 -0.714105 
1.992188 -1.847248 -0.293815 -0.263261 
2.003906 -2.390076 0.147173 0.040947 
2.015625 2.281666 0.583392 0.414675 
2.027344 3.759919 1.000750 0.872082 
2.039062 0.426830 1.385936 1.186530 
2.050781 -2.338935 1.726966 1.460271 
2.062500 4.225735 2.013670 1.730415 
2.074219 -3.857032 2.238097 1.974487 
2.085938 3.028860 2.394819 2.191039 
2.097656 4.476400 2.481128 2.288822 
2.109375 -0.627549 2.497100 2.290964 
2.121094 0.857761 2.445545 2.298234 
2.132812 -2.148625 2.331835 2.236087 
2.144531 1.517151 2.163619 2.112672 
2.156250 0.115672 1.950439 1.986259 
2.167969 -0.676392 1.703274 1.751681 
2.179688 2.537143 1.434020 1.596365 
2.191406 -1.453707 1.154940 1.411289 
2.203125 5.492960 0.878117 1.159327 
2.214844 4.099904 0.614911 1.024613 
2.226562 2.154120 0.375472 0.797900 
2.238281 0.207892 0.168319 0.661889 
2.250000 -4.895457 0.000000 0.511677 
2.261719 -0.504519 -0.125142 0.394324 
2.273438 2.205751 -0.205097 0.265336 
2.285156 -7.358875 -0.240199 0.296835 
2.296875 -2.960986 -0.233023 0.299594 
2.308594 -1.859577 -0.188177 0.330126 
2.320312 2.495031 -0.112001 0.367372 
2.332031 -3.067010 -0.012183 0.418744 
2.343750 6.156332 0.102680 0.494010 
2.355469 -0.167621 0.223556 0.530408 
2.367188 -4.182842 0.341466 0.596983 
2.378906 4.132585 0.447954 0.642852 
2.390625 1.861033 0.535529 0.633587 
2.402344 -5.769164 0.598040 0.619241 
2.414062 -0.940477 0.630977 0.568342 
2.425781 1.707328 0.631681 0.592817 
2.437500 0.644288 0.599456 0.537879 
2.449219 0.235755 0.535567 0.379432 
2.460938 -0.285856 0.443142 0.337846 
2.472656 -0.381238 0.326970 0.188572 
2.484375 -1.620212 0.193211 0.105907 
2.496094 4.797089 0.049038 -0.056020 
2.507812 3.736438 -0.097781 -0.131403 
2.519531 -2.464342 -0.239326 -0.280907 
2.531250 -2.112063 -0.367977 -0.377705 
2.542969 -0.505381 -0.476857 -0.465523 
2.554688 0.509122 -0.560225 -0.535919 
2.566406 5.182331 -0.613818 -0.511960 
2.578125 -5.115481 -0.635112 -0.556350 
2.589844 -0.366493 -0.623488 -0.496250 
2.601562 2.766691 -0.580303 -0.470423 
2.613281 2.549907 -0.508850 -0.369892 
2.625000 -0.403936 -0.414214 -0.368819 
2.636719 4.835044 -0.303030 -0.268556 
2.648438 -1.684592 -0.183157 -0.176282 
2.660156 1.508707 -0.063275 -0.164375 
2.671875 -0.887832 0.047565 -0.070663 
2.683594 -1.617932 0.140423 -0.017488 
2.695312 -1.918051 0.206952 0.034615 
2.707031 -6.104271 0.239867 -0.023087 
2.718750 3.280863 0.233368 -0.075642 
2.730469 -1.109043 0.183493 -0.100846 
2.742188 -1.473804 0.088398 -0.248496 
2.753906 0.364871 -0.051476 -0.429384 
2.765625 0.833466 -0.233335 -0.564045 
2.777344 3.569855 -0.452081 -0.731433 
